TS,front,drill,camera,back,press,manual,iCarrierID6_FrontCover,iCarrierID5_Drill,iCarrierID4_Camera,iCarrierID3_Back,iCarrierID2_Press,iCarrierID1_Manual,robot
402.5,0,0,0,0,0,0,4.0,4.0,2.0,2.0,2.0,2.0,1
403,0,0,0,0,0,0,4.0,4.0,2.0,2.0,2.0,2.0,1
403.5,0,0,0,0,0,0,4.0,4.0,2.0,2.0,2.0,2.0,1
404,0,0,0,0,0,0,4.0,4.0,2.0,2.0,2.0,2.0,1
404.5,0,0,0,0,0,0,4.0,4.0,2.0,2.0,2.0,2.0,1
405,0,0,0,0,0,0,4.0,4.0,2.0,2.0,2.0,2.0,1
405.5,0,0,0,0,0,0,4.0,4.0,2.0,2.0,2.0,2.0,1
406,0,0,1,0,0,0,4.0,4.0,3.0,2.0,2.0,2.0,1
406.5,0,0,1,0,0,0,4.0,4.0,3.0,2.0,2.0,2.0,1
407,0,0,1,0,0,0,4.0,4.0,3.0,2.0,2.0,2.0,1
407.5,0,0,1,0,0,0,4.0,4.0,3.0,2.0,2.0,2.0,1
408,0,0,1,0,0,0,4.0,4.0,3.0,2.0,2.0,2.0,1
408.5,0,0,1,0,0,0,4.0,4.0,3.0,2.0,2.0,2.0,1
409,0,0,1,0,0,0,4.0,4.0,3.0,2.0,2.0,2.0,1
409.5,0,0,1,0,0,0,4.0,4.0,3.0,2.0,2.0,2.0,1
410,0,0,1,0,0,0,4.0,4.0,3.0,2.0,2.0,2.0,1
410.5,0,0,1,0,0,0,4.0,4.0,3.0,2.0,2.0,2.0,1
411,0,0,1,0,0,0,4.0,4.0,3.0,2.0,2.0,2.0,1
411.5,0,0,1,0,0,0,4.0,4.0,3.0,2.0,2.0,2.0,1
412,0,0,1,0,0,0,4.0,4.0,3.0,2.0,2.0,2.0,1
412.5,0,0,0,0,0,0,4.0,4.0,3.0,2.0,2.0,2.0,1
413,0,0,0,0,0,0,4.0,4.0,3.0,2.0,2.0,2.0,1
413.5,0,0,0,0,0,0,4.0,4.0,3.0,2.0,2.0,2.0,1
414,0,0,0,0,0,0,4.0,4.0,3.0,2.0,2.0,2.0,1
414.5,0,0,0,0,0,0,4.0,4.0,3.0,2.0,2.0,2.0,1
415,0,0,0,0,0,0,4.0,4.0,3.0,2.0,2.0,2.0,1
415.5,0,0,0,0,0,0,4.0,4.0,3.0,2.0,2.0,2.0,1
416,0,0,0,0,0,0,4.0,4.0,3.0,2.0,2.0,2.0,1
416.5,0,0,0,0,0,0,4.0,4.0,3.0,2.0,2.0,2.0,1
417,0,0,0,0,0,0,4.0,4.0,3.0,2.0,2.0,2.0,1
417.5,0,0,0,0,0,0,4.0,4.0,3.0,2.0,2.0,2.0,1
418,0,0,0,0,0,0,4.0,4.0,3.0,2.0,2.0,2.0,1
418.5,0,0,0,0,0,0,4.0,4.0,3.0,2.0,2.0,2.0,1
419,0,0,0,0,0,0,4.0,4.0,3.0,2.0,2.0,2.0,1
419.5,0,0,0,1,0,0,4.0,4.0,3.0,3.0,2.0,2.0,1
420,0,0,0,1,0,0,4.0,4.0,3.0,3.0,2.0,2.0,1
420.5,0,0,0,1,0,0,4.0,4.0,3.0,3.0,2.0,2.0,1
421,0,0,0,1,0,0,4.0,4.0,3.0,3.0,2.0,2.0,1
421.5,0,0,0,1,0,0,4.0,4.0,3.0,3.0,2.0,2.0,1
422,0,0,0,1,0,0,4.0,4.0,3.0,3.0,2.0,2.0,1
422.5,0,0,0,1,0,0,4.0,4.0,3.0,3.0,2.0,2.0,1
423,0,0,0,1,0,0,4.0,4.0,3.0,3.0,2.0,2.0,1
423.5,0,0,0,1,0,0,4.0,4.0,3.0,3.0,2.0,2.0,1
424,0,0,0,1,0,0,4.0,4.0,3.0,3.0,2.0,2.0,1
424.5,0,0,0,1,0,0,4.0,4.0,3.0,3.0,2.0,2.0,1
425,0,0,0,1,0,0,4.0,4.0,3.0,3.0,2.0,2.0,1
425.5,0,0,0,1,0,0,4.0,4.0,3.0,3.0,2.0,2.0,1
426,0,0,0,1,0,0,4.0,4.0,3.0,3.0,2.0,2.0,1
426.5,0,0,0,1,0,0,4.0,4.0,3.0,3.0,2.0,2.0,1
427,0,0,0,1,0,0,4.0,4.0,3.0,3.0,2.0,2.0,0
427.5,0,0,0,1,0,0,4.0,4.0,3.0,3.0,2.0,2.0,0
428,0,0,0,1,0,0,4.0,4.0,3.0,3.0,2.0,2.0,0
428.5,0,0,0,1,0,0,4.0,4.0,3.0,3.0,2.0,2.0,0
429,0,0,0,1,0,0,4.0,4.0,3.0,3.0,2.0,2.0,0
429.5,0,0,0,1,0,0,4.0,4.0,3.0,3.0,2.0,2.0,0
430,0,0,0,1,0,0,4.0,4.0,3.0,3.0,2.0,2.0,0
430.5,0,0,0,0,0,0,4.0,4.0,3.0,3.0,2.0,2.0,0
431,0,0,0,0,0,0,4.0,4.0,3.0,3.0,2.0,2.0,0
431.5,0,0,0,0,0,0,4.0,4.0,3.0,3.0,2.0,2.0,0
432,0,0,0,0,0,0,4.0,4.0,3.0,3.0,2.0,2.0,0
432.5,0,0,0,0,0,0,4.0,4.0,3.0,3.0,2.0,2.0,0
433,0,0,0,0,0,0,4.0,4.0,3.0,3.0,2.0,2.0,0
433.5,0,0,0,0,0,0,4.0,4.0,3.0,3.0,2.0,2.0,0
434,0,0,0,0,0,0,4.0,4.0,3.0,3.0,2.0,2.0,0
434.5,0,0,0,0,0,0,4.0,4.0,3.0,3.0,2.0,2.0,0
435,0,0,0,0,0,0,4.0,4.0,3.0,3.0,2.0,2.0,0
435.5,0,0,0,0,0,0,4.0,4.0,3.0,3.0,2.0,2.0,0
436,0,0,0,0,1,0,4.0,4.0,3.0,3.0,3.0,2.0,0
436.5,0,0,0,0,1,0,4.0,4.0,3.0,3.0,3.0,2.0,0
437,0,0,0,0,1,0,4.0,4.0,3.0,3.0,3.0,2.0,0
437.5,0,0,0,0,1,0,4.0,4.0,3.0,3.0,3.0,2.0,0
438,0,0,0,0,1,0,4.0,4.0,3.0,3.0,3.0,2.0,0
438.5,0,0,0,0,1,0,4.0,4.0,3.0,3.0,3.0,2.0,0
439,0,0,0,0,1,0,4.0,4.0,3.0,3.0,3.0,2.0,0
439.5,0,0,0,0,1,0,4.0,4.0,3.0,3.0,3.0,2.0,0
440,0,0,0,0,1,0,4.0,4.0,3.0,3.0,3.0,2.0,0
440.5,0,0,0,0,1,0,4.0,4.0,3.0,3.0,3.0,2.0,0
441,0,0,0,0,1,0,4.0,4.0,3.0,3.0,3.0,2.0,0
441.5,0,0,0,0,1,0,4.0,4.0,3.0,3.0,3.0,2.0,0
442,0,0,0,0,1,0,4.0,4.0,3.0,3.0,3.0,2.0,0
442.5,0,0,0,0,1,0,4.0,4.0,3.0,3.0,3.0,2.0,0
443,0,0,0,0,1,0,4.0,4.0,3.0,3.0,3.0,2.0,0
443.5,0,0,0,0,1,0,4.0,4.0,3.0,3.0,3.0,2.0,0
444,0,0,0,0,1,0,4.0,4.0,3.0,3.0,3.0,2.0,0
444.5,0,0,0,0,1,0,4.0,4.0,3.0,3.0,3.0,2.0,0
445,0,0,0,0,1,0,4.0,4.0,3.0,3.0,3.0,2.0,0
445.5,0,0,0,0,0,0,4.0,4.0,3.0,3.0,3.0,2.0,0
446,0,0,0,0,0,0,4.0,4.0,3.0,3.0,3.0,2.0,0
446.5,0,0,0,0,0,0,4.0,4.0,3.0,3.0,3.0,2.0,0
447,0,0,0,0,0,0,4.0,4.0,3.0,3.0,3.0,2.0,0
447.5,0,0,0,0,0,0,4.0,4.0,3.0,3.0,3.0,2.0,0
448,0,0,0,0,0,0,4.0,4.0,3.0,3.0,3.0,2.0,0
448.5,0,0,0,0,0,0,4.0,4.0,3.0,3.0,3.0,2.0,0
449,0,0,0,0,0,0,4.0,4.0,3.0,3.0,3.0,2.0,0
449.5,0,0,0,0,0,0,4.0,4.0,3.0,3.0,3.0,2.0,0
450,0,0,0,0,0,0,4.0,4.0,3.0,3.0,3.0,2.0,0
450.5,0,0,0,0,0,0,4.0,4.0,3.0,3.0,3.0,2.0,0
451,0,0,0,0,0,0,4.0,4.0,3.0,3.0,3.0,2.0,0
451.5,0,0,0,0,0,0,4.0,4.0,3.0,3.0,3.0,2.0,0
452,0,0,0,0,0,0,4.0,4.0,3.0,3.0,3.0,2.0,0
452.5,0,0,0,0,0,0,4.0,4.0,3.0,3.0,3.0,2.0,0
453,0,0,0,0,0,0,4.0,4.0,3.0,3.0,3.0,2.0,0
453.5,0,0,0,0,0,0,4.0,4.0,3.0,3.0,3.0,2.0,0
454,0,0,0,0,0,0,4.0,4.0,3.0,3.0,3.0,2.0,0
454.5,0,0,0,0,0,0,4.0,4.0,3.0,3.0,3.0,2.0,0
455,0,0,0,0,0,0,4.0,4.0,3.0,3.0,3.0,2.0,0
455.5,0,0,0,0,0,0,4.0,4.0,3.0,3.0,3.0,2.0,0
456,0,0,0,0,0,0,4.0,4.0,3.0,3.0,3.0,2.0,0
456.5,0,0,0,0,0,0,4.0,4.0,3.0,3.0,3.0,2.0,0
457,0,0,0,0,0,0,4.0,4.0,3.0,3.0,3.0,2.0,0
457.5,0,0,0,0,0,0,4.0,4.0,3.0,3.0,3.0,2.0,0
458,0,0,0,0,0,0,4.0,4.0,3.0,3.0,3.0,2.0,0
458.5,0,0,0,0,0,0,4.0,4.0,3.0,3.0,3.0,2.0,0
459,0,0,0,0,0,0,4.0,4.0,3.0,3.0,3.0,2.0,0
459.5,0,0,0,0,0,0,4.0,4.0,3.0,3.0,3.0,2.0,0
460,0,0,0,0,0,0,4.0,4.0,3.0,3.0,3.0,2.0,0
460.5,0,0,0,0,0,0,4.0,4.0,3.0,3.0,3.0,2.0,0
461,0,0,0,0,0,0,4.0,4.0,3.0,3.0,3.0,2.0,0
461.5,0,0,0,0,0,0,4.0,4.0,3.0,3.0,3.0,2.0,0
462,0,0,0,0,0,0,4.0,4.0,3.0,3.0,3.0,2.0,0
462.5,0,0,1,0,0,0,4.0,4.0,4.0,3.0,3.0,2.0,0
463,0,0,1,0,0,0,4.0,4.0,4.0,3.0,3.0,2.0,0
463.5,0,0,1,0,0,0,4.0,4.0,4.0,3.0,3.0,2.0,0
464,0,0,1,0,0,0,4.0,4.0,4.0,3.0,3.0,2.0,0
464.5,0,0,1,0,0,0,4.0,4.0,4.0,3.0,3.0,2.0,0
465,0,0,1,0,0,0,4.0,4.0,4.0,3.0,3.0,2.0,0
465.5,0,0,1,0,0,0,4.0,4.0,4.0,3.0,3.0,2.0,0
466,0,0,1,0,0,0,4.0,4.0,4.0,3.0,3.0,2.0,0
466.5,0,0,1,0,0,0,4.0,4.0,4.0,3.0,3.0,2.0,0
467,0,0,1,0,0,0,4.0,4.0,4.0,3.0,3.0,2.0,0
467.5,0,0,1,0,0,0,4.0,4.0,4.0,3.0,3.0,2.0,0
468,0,0,1,0,0,0,4.0,4.0,4.0,3.0,3.0,2.0,0
468.5,0,0,1,0,0,0,4.0,4.0,4.0,3.0,3.0,2.0,0
469,0,0,0,0,0,0,4.0,4.0,4.0,3.0,3.0,2.0,0
469.5,0,0,0,0,0,0,4.0,4.0,4.0,3.0,3.0,2.0,0
470,0,0,0,0,0,0,4.0,4.0,4.0,3.0,3.0,2.0,0
470.5,0,0,0,0,0,1,4.0,4.0,4.0,3.0,3.0,3.0,0
471,0,0,0,0,0,1,4.0,4.0,4.0,3.0,3.0,3.0,0
471.5,0,0,0,0,0,1,4.0,4.0,4.0,3.0,3.0,3.0,0
472,0,0,0,0,0,1,4.0,4.0,4.0,3.0,3.0,3.0,0
472.5,0,0,0,0,0,1,4.0,4.0,4.0,3.0,3.0,3.0,0
473,0,0,0,0,0,1,4.0,4.0,4.0,3.0,3.0,3.0,0
473.5,0,0,0,0,0,1,4.0,4.0,4.0,3.0,3.0,3.0,0
474,0,0,0,0,0,1,4.0,4.0,4.0,3.0,3.0,3.0,0
474.5,0,0,0,0,0,1,4.0,4.0,4.0,3.0,3.0,3.0,0
475,0,0,0,0,0,1,4.0,4.0,4.0,3.0,3.0,3.0,0
475.5,0,0,0,1,0,1,4.0,4.0,4.0,4.0,3.0,3.0,0
476,0,0,0,1,0,1,4.0,4.0,4.0,4.0,3.0,3.0,0
476.5,0,0,0,1,0,1,4.0,4.0,4.0,4.0,3.0,3.0,0
477,0,0,0,1,0,1,4.0,4.0,4.0,4.0,3.0,3.0,0
477.5,0,0,0,1,0,1,4.0,4.0,4.0,4.0,3.0,3.0,0
478,0,0,0,1,0,1,4.0,4.0,4.0,4.0,3.0,3.0,0
478.5,0,0,0,1,0,1,4.0,4.0,4.0,4.0,3.0,3.0,0
479,0,0,0,1,0,1,4.0,4.0,4.0,4.0,3.0,3.0,0
479.5,0,0,0,1,0,1,4.0,4.0,4.0,4.0,3.0,3.0,0
480,0,0,0,1,0,1,4.0,4.0,4.0,4.0,3.0,3.0,0
480.5,0,0,0,1,0,1,4.0,4.0,4.0,4.0,3.0,3.0,0
481,0,0,0,1,0,1,4.0,4.0,4.0,4.0,3.0,3.0,0
481.5,0,0,0,1,0,1,4.0,4.0,4.0,4.0,3.0,3.0,0
482,0,0,0,1,0,1,4.0,4.0,4.0,4.0,3.0,3.0,0
482.5,0,0,0,1,0,1,4.0,4.0,4.0,4.0,3.0,3.0,0
483,0,0,0,1,0,1,4.0,4.0,4.0,4.0,3.0,3.0,0
483.5,0,0,0,1,0,1,4.0,4.0,4.0,4.0,3.0,3.0,0
484,0,0,0,1,0,1,4.0,4.0,4.0,4.0,3.0,3.0,0
484.5,0,0,0,1,0,1,4.0,4.0,4.0,4.0,3.0,3.0,0
485,0,0,0,1,0,1,4.0,4.0,4.0,4.0,3.0,3.0,0
485.5,0,0,0,1,0,1,4.0,4.0,4.0,4.0,3.0,3.0,0
486,0,0,0,1,0,1,4.0,4.0,4.0,4.0,3.0,3.0,0
486.5,0,0,0,1,0,1,4.0,4.0,4.0,4.0,3.0,3.0,0
487,0,0,0,0,0,1,4.0,4.0,4.0,4.0,3.0,3.0,0
487.5,0,0,0,0,0,0,4.0,4.0,4.0,4.0,3.0,3.0,0
488,0,0,0,0,0,0,4.0,4.0,4.0,4.0,3.0,3.0,0
488.5,0,0,0,0,0,0,4.0,4.0,4.0,4.0,3.0,3.0,0
489,0,0,0,0,0,0,4.0,4.0,4.0,4.0,3.0,3.0,0
489.5,0,0,0,0,0,0,4.0,4.0,4.0,4.0,3.0,3.0,0
490,0,0,0,0,0,0,4.0,4.0,4.0,4.0,3.0,3.0,0
490.5,0,0,0,0,0,0,4.0,4.0,4.0,4.0,3.0,3.0,0
491,0,0,0,0,0,0,4.0,4.0,4.0,4.0,3.0,3.0,0
491.5,0,0,0,0,0,0,4.0,4.0,4.0,4.0,3.0,3.0,0
492,0,0,0,0,0,0,4.0,4.0,4.0,4.0,3.0,3.0,0
492.5,0,0,0,0,0,0,4.0,4.0,4.0,4.0,3.0,3.0,0
493,0,0,0,0,0,0,4.0,4.0,4.0,4.0,3.0,3.0,0
493.5,0,0,0,0,0,0,4.0,4.0,4.0,4.0,3.0,3.0,0
494,0,0,0,0,0,0,4.0,4.0,4.0,4.0,3.0,3.0,0
494.5,0,0,0,0,0,0,4.0,4.0,4.0,4.0,3.0,3.0,0
495,0,0,0,0,0,0,4.0,4.0,4.0,4.0,3.0,3.0,0
495.5,0,0,0,0,0,0,4.0,4.0,4.0,4.0,3.0,3.0,0
496,0,0,0,0,0,0,4.0,4.0,4.0,4.0,3.0,3.0,0
496.5,0,0,0,0,0,0,4.0,4.0,4.0,4.0,3.0,3.0,0
497,0,0,0,0,0,0,4.0,4.0,4.0,4.0,3.0,3.0,0
497.5,0,0,0,0,1,0,4.0,4.0,4.0,4.0,4.0,3.0,0
498,0,0,0,0,1,0,4.0,4.0,4.0,4.0,4.0,3.0,0
498.5,0,0,0,0,1,0,4.0,4.0,4.0,4.0,4.0,3.0,0
499,0,0,0,0,1,0,4.0,4.0,4.0,4.0,4.0,3.0,0
499.5,0,0,0,0,1,0,4.0,4.0,4.0,4.0,4.0,3.0,0
500,0,0,0,0,1,0,4.0,4.0,4.0,4.0,4.0,3.0,0
500.5,0,0,0,0,1,0,4.0,4.0,4.0,4.0,4.0,3.0,0
501,0,0,0,0,1,0,4.0,4.0,4.0,4.0,4.0,3.0,0
501.5,0,0,0,0,1,0,4.0,4.0,4.0,4.0,4.0,3.0,0
502,0,0,0,0,1,0,4.0,4.0,4.0,4.0,4.0,3.0,0
502.5,0,0,0,0,1,0,4.0,4.0,4.0,4.0,4.0,3.0,0
503,0,0,0,0,1,0,4.0,4.0,4.0,4.0,4.0,3.0,0
503.5,0,0,0,0,1,0,4.0,4.0,4.0,4.0,4.0,3.0,0
504,0,0,0,0,1,0,4.0,4.0,4.0,4.0,4.0,3.0,0
504.5,0,0,0,0,1,0,4.0,4.0,4.0,4.0,4.0,3.0,0
505,0,0,0,0,1,0,4.0,4.0,4.0,4.0,4.0,3.0,0
505.5,0,0,0,0,1,0,4.0,4.0,4.0,4.0,4.0,3.0,0
506,0,0,0,0,1,0,4.0,4.0,4.0,4.0,4.0,3.0,0
506.5,0,0,0,0,0,0,4.0,4.0,4.0,4.0,4.0,3.0,0
507,0,0,0,0,0,0,4.0,4.0,4.0,4.0,4.0,3.0,0
507.5,0,0,0,0,0,0,4.0,4.0,4.0,4.0,4.0,3.0,0
508,0,0,0,0,0,0,4.0,4.0,4.0,4.0,4.0,3.0,0
508.5,0,0,0,0,0,0,4.0,4.0,4.0,4.0,4.0,3.0,0
509,0,0,0,0,0,0,4.0,4.0,4.0,4.0,4.0,3.0,0
509.5,0,0,0,0,0,0,4.0,4.0,4.0,4.0,4.0,3.0,0
510,0,0,0,0,0,0,4.0,4.0,4.0,4.0,4.0,3.0,0
510.5,0,0,0,0,0,0,4.0,4.0,4.0,4.0,4.0,3.0,0
511,0,0,0,0,0,0,4.0,4.0,4.0,4.0,4.0,3.0,0
511.5,0,0,0,0,0,0,4.0,4.0,4.0,4.0,4.0,3.0,0
512,0,0,0,0,0,0,4.0,4.0,4.0,4.0,4.0,3.0,0
512.5,0,0,0,0,0,0,4.0,4.0,4.0,4.0,4.0,3.0,0
513,0,0,0,0,0,0,4.0,4.0,4.0,4.0,4.0,3.0,0
513.5,0,0,0,0,0,0,4.0,4.0,4.0,4.0,4.0,3.0,0
514,0,0,0,0,0,0,4.0,4.0,4.0,4.0,4.0,3.0,0
514.5,0,0,0,0,0,0,4.0,4.0,4.0,4.0,4.0,3.0,0
515,0,0,0,0,0,0,4.0,4.0,4.0,4.0,4.0,3.0,0
515.5,0,0,0,0,0,0,4.0,4.0,4.0,4.0,4.0,3.0,0
516,0,0,0,0,0,0,4.0,4.0,4.0,4.0,4.0,3.0,0
516.5,0,0,0,0,0,0,4.0,4.0,4.0,4.0,4.0,3.0,0
517,0,0,0,0,0,0,4.0,4.0,4.0,4.0,4.0,3.0,0
517.5,0,0,0,0,0,0,4.0,4.0,4.0,4.0,4.0,3.0,0
518,0,0,0,0,0,0,4.0,4.0,4.0,4.0,4.0,3.0,0
518.5,0,0,0,0,0,0,4.0,4.0,4.0,4.0,4.0,3.0,0
519,0,0,0,0,0,0,4.0,4.0,4.0,4.0,4.0,3.0,0
519.5,0,0,0,0,0,0,4.0,4.0,4.0,4.0,4.0,3.0,0
520,0,0,0,0,0,0,4.0,4.0,4.0,4.0,4.0,3.0,0
520.5,0,0,0,0,0,0,4.0,4.0,4.0,4.0,4.0,3.0,0
521,0,0,0,0,0,0,4.0,4.0,4.0,4.0,4.0,3.0,0
521.5,0,0,0,0,0,0,4.0,4.0,4.0,4.0,4.0,3.0,0
522,0,0,0,0,0,0,4.0,4.0,4.0,4.0,4.0,3.0,0
522.5,0,0,0,0,0,0,4.0,4.0,4.0,4.0,4.0,3.0,0
523,0,0,0,0,0,0,4.0,4.0,4.0,4.0,4.0,3.0,0
523.5,0,0,0,0,0,0,4.0,4.0,4.0,4.0,4.0,3.0,0
524,0,0,0,0,0,0,4.0,4.0,4.0,4.0,4.0,3.0,0
524.5,0,0,0,0,0,0,4.0,4.0,4.0,4.0,4.0,3.0,0
525,0,0,0,0,0,0,4.0,4.0,4.0,4.0,4.0,3.0,0
525.5,0,0,0,0,0,0,4.0,4.0,4.0,4.0,4.0,3.0,0
526,0,0,0,0,0,0,4.0,4.0,4.0,4.0,4.0,3.0,0
526.5,0,0,0,0,0,0,4.0,4.0,4.0,4.0,4.0,3.0,0
527,0,0,0,0,0,0,4.0,4.0,4.0,4.0,4.0,3.0,0
527.5,0,0,0,0,0,1,4.0,4.0,4.0,4.0,4.0,4.0,0
528,0,0,0,0,0,1,4.0,4.0,4.0,4.0,4.0,4.0,0
528.5,0,0,0,0,0,1,4.0,4.0,4.0,4.0,4.0,4.0,0
529,0,0,0,0,0,1,4.0,4.0,4.0,4.0,4.0,4.0,0
529.5,0,0,0,0,0,1,4.0,4.0,4.0,4.0,4.0,4.0,0
530,0,0,0,0,0,1,4.0,4.0,4.0,4.0,4.0,4.0,0
530.5,0,0,0,0,0,1,4.0,4.0,4.0,4.0,4.0,4.0,0
531,0,0,0,0,0,1,4.0,4.0,4.0,4.0,4.0,4.0,0
531.5,0,0,0,0,0,1,4.0,4.0,4.0,4.0,4.0,4.0,0
532,0,0,0,0,0,1,4.0,4.0,4.0,4.0,4.0,4.0,0
532.5,0,0,0,0,0,1,4.0,4.0,4.0,4.0,4.0,4.0,0
533,0,0,0,0,0,1,4.0,4.0,4.0,4.0,4.0,4.0,0
533.5,0,0,0,0,0,1,4.0,4.0,4.0,4.0,4.0,4.0,0
534,0,0,0,0,0,1,4.0,4.0,4.0,4.0,4.0,4.0,0
534.5,0,0,0,0,0,1,4.0,4.0,4.0,4.0,4.0,4.0,0
535,0,0,0,0,0,1,4.0,4.0,4.0,4.0,4.0,4.0,0
535.5,0,0,0,0,0,1,4.0,4.0,4.0,4.0,4.0,4.0,0
536,0,0,0,0,0,1,4.0,4.0,4.0,4.0,4.0,4.0,0
